-2.86127	-2.86127	3.9755e-15
-2.86127	-2.83237	7.1781e-15
-2.86127	-2.80347	1.28581e-14
-2.86127	-2.77457	2.28507e-14
-2.86127	-2.74566	4.02887e-14
-2.86127	-2.71676	7.04747e-14
-2.86127	-2.68786	1.22308e-13
-2.86127	-2.65896	2.10599e-13
-2.86127	-2.63006	3.59785e-13
-2.86127	-2.60116	6.09847e-13
-2.86127	-2.57225	1.02564e-12
-2.86127	-2.54335	1.7115e-12
-2.86127	-2.51445	2.83382e-12
-2.86127	-2.48555	4.65571e-12
-2.86127	-2.45665	7.58977e-12
-2.86127	-2.42775	1.22774e-11
-2.86127	-2.39884	1.97075e-11
-2.86127	-2.36994	3.13914e-11
-2.86127	-2.34104	4.96196e-11
-2.86127	-2.31214	7.7834e-11
-2.86127	-2.28324	1.21163e-10
-2.86127	-2.25434	1.87182e-10
-2.86127	-2.22543	2.86988e-10
-2.86127	-2.19653	4.36699e-10
-2.86127	-2.16763	6.59522e-10
-2.86127	-2.13873	9.88598e-10
-2.86127	-2.10983	1.47084e-09
-2.86127	-2.08092	2.17211e-09
-2.86127	-2.05202	3.18406e-09
-2.86127	-2.02312	4.63321e-09
-2.86127	-1.99422	6.69265e-09
-2.86127	-1.96532	9.59725e-09
-2.86127	-1.93642	1.3663e-08
-2.86127	-1.90751	1.93114e-08
-2.86127	-1.87861	2.70999e-08
-2.86127	-1.84971	3.77599e-08
-2.86127	-1.82081	5.22422e-08
-2.86127	-1.79191	7.17734e-08
-2.86127	-1.76301	9.79217e-08
-2.86127	-1.7341	1.32676e-07
-2.86127	-1.7052	1.78536e-07
-2.86127	-1.6763	2.38622e-07
-2.86127	-1.6474	3.16789e-07
-2.86127	-1.6185	4.17767e-07
-2.86127	-1.5896	5.47309e-07
-2.86127	-1.56069	7.12353e-07
-2.86127	-1.53179	9.21205e-07
-2.86127	-1.50289	1.18372e-06
-2.86127	-1.47399	1.5115e-06
-2.86127	-1.44509	1.91809e-06
-2.86127	-1.41618	2.41921e-06
-2.86127	-1.38728	3.03291e-06
-2.86127	-1.35838	3.77982e-06
-2.86127	-1.32948	4.68327e-06
-2.86127	-1.30058	5.76955e-06
-2.86127	-1.27168	7.068e-06
-2.86127	-1.24277	8.6112e-06
-2.86127	-1.21387	1.04351e-05
-2.86127	-1.18497	1.25791e-05
-2.86127	-1.15607	1.50864e-05
-2.86127	-1.12717	1.80037e-05
-2.86127	-1.09827	2.13819e-05
-2.86127	-1.06936	2.5276e-05
-2.86127	-1.04046	2.97456e-05
-2.86127	-1.01156	3.48551e-05
-2.86127	-0.982659	4.06747e-05
-2.86127	-0.953757	4.72809e-05
-2.86127	-0.924855	5.47579e-05
-2.86127	-0.895954	6.31989e-05
-2.86127	-0.867052	7.27084e-05
-2.86127	-0.83815	8.34042e-05
-2.86127	-0.809249	9.54211e-05
-2.86127	-0.780347	0.000108915
-2.86127	-0.751445	0.000124068
-2.86127	-0.722543	0.000141093
-2.86127	-0.693642	0.000160244
-2.86127	-0.66474	0.000181823
-2.86127	-0.635838	0.000206193
-2.86127	-0.606936	0.000233787
-2.86127	-0.578035	0.000265128
-2.86127	-0.549133	0.000300844
-2.86127	-0.520231	0.000341689
-2.86127	-0.491329	0.000388569
-2.86127	-0.462428	0.000442568
-2.86127	-0.433526	0.000504979
-2.86127	-0.404624	0.000577343
-2.86127	-0.375723	0.000661485
-2.86127	-0.346821	0.000759562
-2.86127	-0.317919	0.000874113
-2.86127	-0.289017	0.00100811
-2.86127	-0.260116	0.00116503
-2.86127	-0.231214	0.00134889
-2.86127	-0.202312	0.00156435
-2.86127	-0.17341	0.00181676
-2.86127	-0.144509	0.00211222
-2.86127	-0.115607	0.00245768
-2.86127	-0.0867052	0.00286097
-2.86127	-0.0578035	0.0033309
-2.86127	-0.0289017	0.00387725
-2.86127	0	0.00451085
-2.86127	0.0289017	0.00524355
-2.86127	0.0578035	0.0060882
-2.86127	0.0867052	0.0070586
-2.86127	0.115607	0.00816939
-2.86127	0.144509	0.00943588
-2.86127	0.17341	0.0108738
-2.86127	0.202312	0.0124991
-2.86127	0.231214	0.0143274
-2.86127	0.260116	0.0163736
-2.86127	0.289017	0.0186516
-2.86127	0.317919	0.0211732
-2.86127	0.346821	0.0239478
-2.86127	0.375723	0.0269816
-2.86127	0.404624	0.0302764
-2.86127	0.433526	0.0338296
-2.86127	0.462428	0.0376325
-2.86127	0.491329	0.0416704
-2.86127	0.520231	0.0459215
-2.86127	0.549133	0.0503564
-2.86127	0.578035	0.0549382
-2.86127	0.606936	0.0596222
-2.86127	0.635838	0.0643561
-2.86127	0.66474	0.069081
-2.86127	0.693642	0.0737315
-2.86127	0.722543	0.0782376
-2.86127	0.751445	0.0825261
-2.86127	0.780347	0.0865221
-2.86127	0.809249	0.0901514
-2.86127	0.83815	0.0933423
-2.86127	0.867052	0.0960285
-2.86127	0.895954	0.0981506
-2.86127	0.924855	0.0996588
-2.86127	0.953757	0.100514
-2.86127	0.982659	0.100692
-2.86127	1.01156	0.100179
-2.86127	1.04046	0.0989788
-2.86127	1.06936	0.097109
-2.86127	1.09827	0.0946016
-2.86127	1.12717	0.0915019
-2.86127	1.15607	0.0878674
-2.86127	1.18497	0.0837656
-2.86127	1.21387	0.0792721
-2.86127	1.24277	0.0744677
-2.86127	1.27168	0.0694366
-2.86127	1.30058	0.064263
-2.86127	1.32948	0.0590291
-2.86127	1.35838	0.0538129
-2.86127	1.38728	0.048686
-2.86127	1.41618	0.0437123
-2.86127	1.44509	0.0389467
-2.86127	1.47399	0.0344341
-2.86127	1.50289	0.0302097
-2.86127	1.53179	0.0262985
-2.86127	1.56069	0.0227158
-2.86127	1.5896	0.0194684
-2.86127	1.6185	0.0165547
-2.86127	1.6474	0.0139668
-2.86127	1.6763	0.0116908
-2.86127	1.7052	0.00970855
-2.86127	1.7341	0.0079987
-2.86127	1.76301	0.00653779
-2.86127	1.79191	0.00530128
-2.86127	1.82081	0.00426445
-2.86127	1.84971	0.00340306
-2.86127	1.87861	0.00269398
-2.86127	1.90751	0.00211559
-2.86127	1.93642	0.00164806
-2.86127	1.96532	0.00127355
-2.86127	1.99422	0.000976238
-2.86127	2.02312	0.000742309
-2.86127	2.05202	0.000559886
-2.86127	2.08092	0.000418885
-2.86127	2.10983	0.000310862
-2.86127	2.13873	0.00022883
-2.86127	2.16763	0.000167081
-2.86127	2.19653	0.000121006
-2.86127	2.22543	8.69252e-05
-2.86127	2.25434	6.19362e-05
-2.86127	2.28324	4.37722e-05
-2.86127	2.31214	3.06834e-05
-2.86127	2.34104	2.13333e-05
-2.86127	2.36994	1.47116e-05
-2.86127	2.39884	1.00625e-05
-2.86127	2.42775	6.8264e-06
-2.86127	2.45665	4.59321e-06
-2.86127	2.48555	3.06534e-06
-2.86127	2.51445	2.02896e-06
-2.86127	2.54335	1.332e-06
-2.86127	2.57225	8.67284e-07
-2.86127	2.60116	5.60077e-07
-2.86127	2.63006	3.58725e-07
-2.86127	2.65896	2.27877e-07
-2.86127	2.68786	1.43569e-07
-2.86127	2.71676	8.97106e-08
-2.86127	2.74566	5.55964e-08
-2.86127	2.77457	3.41718e-08
-2.86127	2.80347	2.08308e-08
-2.86127	2.83237	1.25939e-08
-2.86127	2.86127	7.55141e-09
-2.86127	2.89017	4.49065e-09

-2.83237	-2.86127	5.89809e-15
-2.83237	-2.83237	1.06452e-14
-2.83237	-2.80347	1.90609e-14
-2.83237	-2.77457	3.38597e-14
-2.83237	-2.74566	5.96734e-14
-2.83237	-2.71676	1.04338e-13
-2.83237	-2.68786	1.80996e-13
-2.83237	-2.65896	3.11511e-13
-2.83237	-2.63006	5.31933e-13
-2.83237	-2.60116	9.01215e-13
-2.83237	-2.57225	1.51493e-12
-2.83237	-2.54335	2.52673e-12
-2.83237	-2.51445	4.1815e-12
-2.83237	-2.48555	6.86627e-12
-2.83237	-2.45665	1.11875e-11
-2.83237	-2.42775	1.80874e-11
-2.83237	-2.39884	2.90175e-11
-2.83237	-2.36994	4.61948e-11
-2.83237	-2.34104	7.29765e-11
-2.83237	-2.31214	1.14404e-10
-2.83237	-2.28324	1.77982e-10
-2.83237	-2.25434	2.7479e-10
-2.83237	-2.22543	4.21041e-10
-2.83237	-2.19653	6.40263e-10
-2.83237	-2.16763	9.66307e-10
-2.83237	-2.13873	1.44746e-09
-2.83237	-2.10983	2.15203e-09
-2.83237	-2.08092	3.17578e-09
-2.83237	-2.05202	4.6519e-09
-2.83237	-2.02312	6.76397e-09
-2.83237	-1.99422	9.76294e-09
-2.83237	-1.96532	1.39889e-08
-2.83237	-1.93642	1.98989e-08
-2.83237	-1.90751	2.81017e-08
-2.83237	-1.87861	3.94016e-08
-2.83237	-1.84971	5.48523e-08
-2.83237	-1.82081	7.58218e-08
-2.83237	-1.79191	1.04072e-07
-2.83237	-1.76301	1.41852e-07
-2.83237	-1.7341	1.92011e-07
-2.83237	-1.7052	2.58124e-07
-2.83237	-1.6763	3.44642e-07
-2.83237	-1.6474	4.5706e-07
-2.83237	-1.6185	6.02102e-07
-2.83237	-1.5896	7.87934e-07
-2.83237	-1.56069	1.02438e-06
-2.83237	-1.53179	1.32319e-06
-2.83237	-1.50289	1.69824e-06
-2.83237	-1.47399	2.16586e-06
-2.83237	-1.44509	2.74507e-06
-2.83237	-1.41618	3.45784e-06
-2.83237	-1.38728	4.32939e-06
-2.83237	-1.35838	5.38837e-06
-2.83237	-1.32948	6.6672e-06
-2.83237	-1.30058	8.20218e-06
-2.83237	-1.27168	1.00337e-05
-2.83237	-1.24277	1.22066e-05
-2.83237	-1.21387	1.47698e-05
-2.83237	-1.18497	1.77772e-05
-2.83237	-1.15607	2.1287e-05
-2.83237	-1.12717	2.53624e-05
-2.83237	-1.09827	3.00715e-05
-2.83237	-1.06936	3.54877e-05
-2.83237	-1.04046	4.169e-05
-2.83237	-1.01156	4.87633e-05
-2.83237	-0.982659	5.67995e-05
-2.83237	-0.953757	6.58979e-05
-2.83237	-0.924855	7.61672e-05
-2.83237	-0.895954	8.77271e-05
-2.83237	-0.867052	0.00010071
-2.83237	-0.83815	0.000115266
-2.83237	-0.809249	0.000131564
-2.83237	-0.780347	0.000149799
-2.83237	-0.751445	0.000170197
-2.83237	-0.722543	0.000193021
-2.83237	-0.693642	0.000218585
-2.83237	-0.66474	0.000247259
-2.83237	-0.635838	0.000279484
-2.83237	-0.606936	0.000315788
-2.83237	-0.578035	0.000356803
-2.83237	-0.549133	0.000403286
-2.83237	-0.520231	0.000456142
-2.83237	-0.491329	0.000516452
-2.83237	-0.462428	0.000585505
-2.83237	-0.433526	0.000664832
-2.83237	-0.404624	0.000756245
-2.83237	-0.375723	0.000861884
-2.83237	-0.346821	0.000984263
-2.83237	-0.317919	0.00112632
-2.83237	-0.289017	0.00129149
-2.83237	-0.260116	0.00148374
-2.83237	-0.231214	0.00170766
-2.83237	-0.202312	0.00196852
-2.83237	-0.17341	0.00227232
-2.83237	-0.144509	0.0026259
-2.83237	-0.115607	0.00303696
-2.83237	-0.0867052	0.00351415
-2.83237	-0.0578035	0.0040671
-2.83237	-0.0289017	0.00470645
-2.83237	0	0.00544389
-2.83237	0.0289017	0.0062921
-2.83237	0.0578035	0.00726477
-2.83237	0.0867052	0.00837643
-2.83237	0.115607	0.0096424
-2.83237	0.144509	0.0110785
-2.83237	0.17341	0.012701
-2.83237	0.202312	0.0145258
-2.83237	0.231214	0.0165687
-2.83237	0.260116	0.0188444
-2.83237	0.289017	0.0213661
-2.83237	0.317919	0.0241447
-2.83237	0.346821	0.0271886
-2.83237	0.375723	0.0305022
-2.83237	0.404624	0.0340854
-2.83237	0.433526	0.0379333
-2.83237	0.462428	0.0420344
-2.83237	0.491329	0.046371
-2.83237	0.520231	0.0509177
-2.83237	0.549133	0.0556417
-2.83237	0.578035	0.060502
-2.83237	0.606936	0.0654499
-2.83237	0.635838	0.0704292
-2.83237	0.66474	0.0753765
-2.83237	0.693642	0.080223
-2.83237	0.722543	0.0848948
-2.83237	0.751445	0.0893154
-2.83237	0.780347	0.0934072
-2.83237	0.809249	0.0970936
-2.83237	0.83815	0.100301
-2.83237	0.867052	0.102963
-2.83237	0.895954	0.10502
-2.83237	0.924855	0.106422
-2.83237	0.953757	0.107131
-2.83237	0.982659	0.107126
-2.83237	1.01156	0.106395
-2.83237	1.04046	0.104947
-2.83237	1.06936	0.102802
-2.83237	1.09827	0.0999959
-2.83237	1.12717	0.0965798
-2.83237	1.15607	0.0926156
-2.83237	1.18497	0.0881757
-2.83237	1.21387	0.0833404
-2.83237	1.24277	0.0781951
-2.83237	1.27168	0.072828
-2.83237	1.30058	0.0673273
-2.83237	1.32948	0.0617784
-2.83237	1.35838	0.0562623
-2.83237	1.38728	0.0508527
-2.83237	1.41618	0.0456152
-2.83237	1.44509	0.0406059
-2.83237	1.47399	0.0358705
-2.83237	1.50289	0.0314441
-2.83237	1.53179	0.0273515
-2.83237	1.56069	0.0236075
-2.83237	1.5896	0.0202179
-2.83237	1.6185	0.0171801
-2.83237	1.6474	0.0144847
-2.83237	1.6763	0.0121164
-2.83237	1.7052	0.0100558
-2.83237	1.7341	0.00827981
-2.83237	1.76301	0.00676365
-2.83237	1.79191	0.00548138
-2.83237	1.82081	0.00440696
-2.83237	1.84971	0.00351497
-2.83237	1.87861	0.00278118
-2.83237	1.90751	0.00218302
-2.83237	1.93642	0.0016998
-2.83237	1.96532	0.00131294
-2.83237	1.99422	0.00100599
-2.83237	2.02312	0.000764613
-2.83237	2.05202	0.000576474
-2.83237	2.08092	0.000431126
-2.83237	2.10983	0.000319824
-2.83237	2.13873	0.00023534
-2.83237	2.16763	0.000171772
-2.83237	2.19653	0.00012436
-2.83237	2.22543	8.93049e-05
-2.83237	2.25434	6.3611e-05
-2.83237	2.28324	4.49415e-05
-2.83237	2.31214	3.14934e-05
-2.83237	2.34104	2.18899e-05
-2.83237	2.36994	1.5091e-05
-2.83237	2.39884	1.03191e-05
-2.83237	2.42775	6.99854e-06
-2.83237	2.45665	4.70778e-06
-2.83237	2.48555	3.14097e-06
-2.83237	2.51445	2.0785e-06
-2.83237	2.54335	1.36418e-06
-2.83237	2.57225	8.88023e-07
-2.83237	2.60116	5.73335e-07
